"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Murphy, Miss. Margaret Jane","female",25,"3rd","Q","Ireland",367230,15.1,"1","0","yes"
"Murphy, Miss. Nora","female",31,"3rd","Q","Ireland",36568,15.1,"0","0","yes"
"Muslamani, Mrs. Fatimah Muhammad","female",22,"3rd","C","Lebanon",2649,7.0406,"0","0","yes"
"Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18,"3rd","S","Sweden",347078,7.15,"0","0","no"
"Myles, Mr. Thomas Francis","male",63,"2nd","Q","Ireland",240276,9.1309,"0","0","no"
"Naidenoff, Mr. Penko","male",22,"3rd","S","Bulgaria",349206,7.1711,"0","0","no"
"Najib Kiamie, Miss. Adele","female",15,"3rd","C","Lebanon",2667,7.0406,"0","0","yes"
"Nakhli, Mr. Toufik","male",17,"3rd","C","Lebanon",2641,7.0407,"0","0","no"
"Nakid, Miss. Maria","female",1,"3rd","C","Lebanon",2653,15.141,"0","2","yes"
"Nakid, Mr. Sahid","male",21,"3rd","C","Lebanon",2653,15.141,"1","1","yes"
"Nakid, Mrs. Waika","female",19,"3rd","C","Lebanon",2653,15.141,"1","1","yes"
"Nancarrow, Mr. William Henry","male",36,"3rd","S","England",3338,8.01,"0","0","no"
"Nankoff, Mr. Minko","male",32,"3rd","S",NA,349218,7.1711,"0","0","no"
"Nasr 'Alma, Mr. Mustafà","male",20,"3rd","C","Lebanon",2652,7.0407,"0","0","no"
"Nasser, Mr. Nicholas","male",28,"2nd","C","United States",237736,30.0105,"1","0","no"
"Nasser, Mrs. Adele","female",14,"2nd","C","Lebanon",237736,30.0105,"1","0","yes"
"Nassr Rizq, Mr. Saade","male",20,"3rd","C","Lebanon",2676,7.0406,"0","0","no"
"Natsch, Mr. Charles","male",36,"1st","C","United States",17596,29.14,"0","1","no"
"Naughton, Miss. Hannah","female",21,"3rd","Q","Ireland",365237,7.15,"0","0","no"
"Navratil, Master. Edmond Roger","male",2,"2nd","S","France",230080,26,"1","1","yes"
"Navratil, Master. Michel Marcel","male",3,"2nd","S","France",230080,26,"1","1","yes"
"Navratil, Mr. Michel","male",32,"2nd","S","Slovakia (Modern day)",230080,26,"0","2","no"
"Nenkov, Mr. Hristo","male",22,"3rd","S",NA,349234,7.1711,"0","0","no"
"Nesson, Mr. Israel","male",26,"2nd","S","England",244368,13,"0","0","no"
"Newell, Miss. Madeleine","female",31,"1st","C","United States",35273,113.0506,"1","0","yes"
"Newell, Miss. Marjorie Anne","female",23,"1st","C","United States",35273,113.0506,"1","0","yes"
"Newell, Mr. Arthur Webster","male",58,"1st","C","United States",35273,113.0506,"0","2","no"
"Newsom, Miss. Helen Monypeny","female",19,"1st","S","United States",11752,26.0508,"0","2","yes"
"Nicholls, Mr. Joseph Charles","male",19,"2nd","S","England",33112,36.15,"1","1","no"
"Nicholson, Mr. Arthur Ernest","male",60,"1st","S","England",693,26,"0","0","no"
"Nieminen, Miss. Manta Josefina","female",29,"3rd","S","Finland",3101297,7.1806,"0","0","no"
"Niklasson, Mr. Samuel","male",28,"3rd","S","Sweden",363611,8.01,"0","0","no"
"Nilsson, Miss. Berta Olivia","female",18,"3rd","S","Sweden",347066,7.1506,"0","0","yes"
"Nilsson, Miss. Helmina Josefina","female",26,"3rd","S","Sweden",347470,7.1701,"0","0","yes"
"Nilsson, Mr. August Ferdinand","male",21,"3rd","S","Sweden",350410,7.1701,"0","0","no"
"Niqula Yarid, Master. Ilyas","male",11,"3rd","C","Lebanon",2651,11.041,"1","0","yes"
"Niqula Yarid, Miss. Jamilah","female",14,"3rd","C","Lebanon",2651,11.041,"1","0","yes"
"Nirva, Mr. Iisakki Antino Äijö","male",41,"3rd","S","Finland",3101272,7.0206,"0","0","no"
"Niskänen, Mr. Juha","male",39,"3rd","S","United States",3101289,7.1806,"0","0","yes"
"Nofal, Mr. Mansouer","male",20,"3rd","C","Lebanon",2697,7.0407,"0","0","no"
"Norman, Mr. Robert Douglas","male",27,"2nd","S","Scotland",218629,13.1,"0","0","no"
"Nosworthy, Mr. Richard Cater","male",21,"3rd","S","England",39886,7.16,"0","0","no"
"Nourney, Mr. Alfred","male",20,"1st","C","Germany",2166,13.1703,"0","0","yes"
"Nye, Mrs. Elizabeth","female",29,"2nd","S","United States",29395,10.1,"0","0","yes"
"Nysten, Miss. Anna Sofia","female",22,"3rd","S","Sweden",347081,7.15,"0","0","yes"
"Nysveen, Mr. Johan Hansen","male",60,"3rd","S","Norway",345364,6.0409,"0","0","no"
"O'Brien, Mr. Denis","male",21,"3rd","Q","Ireland",330979,7.1607,"0","0","no"
"O'Brien, Mrs. Johanna","female",26,"3rd","Q","Ireland",370365,15.1,"1","0","yes"
"O'Brien, Mr. Thomas","male",27,"3rd","Q","Ireland",370365,15.1,"1","0","no"
"O'Connell, Mr. Patrick Denis","male",18,"3rd","Q","Ireland",334912,7.1408,"0","0","no"
"O'Connor, Mr. Maurice","male",17,"3rd","Q","Ireland",371060,7.15,"0","0","no"
"O'Connor, Mr. Patrick","male",23,"3rd","Q","Ireland",366713,7.15,"0","0","no"
"Ödahl, Mr. Nils Martin","male",23,"3rd","S","Sweden",7267,9.0406,"0","0","no"
"O'Dwyer, Miss. Ellen","female",24,"3rd","Q","Ireland",330959,7.1707,"0","0","yes"
"Öhman, Miss. Velin","female",22,"3rd","S","Sweden",347085,7.1506,"0","0","yes"
"O'Keefe, Mr. Patrick","male",21,"3rd","Q","Ireland",368402,7.15,"0","0","yes"
"O'Leary, Miss. Hanora","female",16,"3rd","Q","Ireland",330919,7.1607,"0","0","yes"
"Oliva y Ocana, Doña. Fermina","female",39,"1st","C","Spain",17758,108.18,"0","0","yes"
"Olsen, Master. Artur Karl","male",9,"3rd","S","Norway",17368,3.0305,"0","1","yes"
"Olsen, Mr. Henry Margido","male",28,"3rd","S","Norway",4001,22.1006,"0","0","no"
"Olsen, Mr. Karl Siegwart Andreas","male",42,"3rd","S","United States",4579,8.0801,"0","1","no"
"Olsen, Mr. Ole Martin","male",27,"3rd","S","Norway",265302,7.0603,"0","0","no"
"Olsson, Miss. Elina","female",31,"3rd","S","Sweden",350407,7.1701,"0","0","no"
"Olsson, Mr. Nils Johan Göransson","male",28,"3rd","S","Sweden",347464,7.1701,"0","0","no"
"Olsson, Mr. Oscar Wilhelm","male",32,"3rd","S","Sweden",347079,7.1506,"0","0","yes"
"Olsvigen, Mr. Thor Anderson","male",20,"3rd","S","Norway",6563,9.0406,"0","0","no"
"Omont, Mr. Alfred Fernand","male",29,"1st","C","France",12998,25.141,"0","0","yes"
"Oreskovic, Miss. Jelka","female",23,"3rd","S","Croatia",315085,8.1303,"0","0","no"
"Oreskovic, Miss. Marija","female",20,"3rd","S","Croatia",315096,8.1303,"0","0","no"
"Oreskovic, Mr. Luka","male",20,"3rd","S","Croatia",315094,8.1303,"0","0","no"
"Osén, Mr. Olaf Elon","male",16,"3rd","S","Sweden",7534,9.0404,"0","0","no"
"Østby, Miss. Helen Ragnhild","female",22,"1st","S","United States",113509,61.1907,"0","1","yes"
"Ostby, Mr. Engelhart Cornelius","male",64,"1st","S","United States",113509,61.1907,"0","1","no"
"O'Sullivan, Miss. Bridget Mary","female",21,"3rd","Q","Ireland",330909,7.1207,"0","0","no"
"Otter, Mr. Richard","male",38,"2nd","S","United States",28213,13,"0","0","no"
"Oviés y Rodríguez, Mr. Servando José Florentino","male",36,"1st","C","Cuba",17562,27.1405,"0","0","no"
"Oxenham, Mr. Percy Thomas","male",22,"2nd","S","England",14260,10.1,"0","0","yes"
"Padron Manent, Mr. Julian","male",27,"2nd","C","Spain",2146,13.1703,"0","0","yes"
"Pain, Dr. Alfred","male",23,"2nd","S","Canada",244278,10.1,"0","0","no"
"Pallàs i Castelló, Sr. Emili","male",29,"2nd","C","Spain",2147,13.1702,"0","0","yes"
"Pålsson, Master. Gösta Leonard","male",2,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"Pålsson, Master. Paul Folke","male",6,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"Pålsson, Miss. Stina Viola","female",3,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"Pålsson, Miss. Torborg Danira","female",8,"3rd","S","Sweden",349909,21.0106,"3","1","no"
"Pålsson, Mrs. Alma Cornelia","female",29,"3rd","S","Sweden",349909,21.0106,"0","4","no"
"Panula, Master. Eino Viljam","male",1,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"Panula, Master. Jaako Arnold","male",15,"3rd","S","United States",3101295,39.1309,"4","1","no"
"Panula, Master. Juha Niilo","male",7,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"Panula, Master. Urho Abraham","male",2,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"Panula, Mr. Ernesti Arvid","male",16,"3rd","S","Finland",3101295,39.1309,"4","1","no"
"Panula, Mrs. Maija Emelia Abrahamintytar","female",41,"3rd","S","Finland",3101295,39.1309,"0","5","no"
"Parker, Mr. Clifford Richard","male",17,"2nd","S","Channel Islands",14888,10.1,"0","0","no"
"Parkes, Mr. Francis","male",21,"2nd","B","Northern Ireland",239853,NA,"0","0","no"
"Parrish, Mrs. Lutie Davis","female",59,"2nd","S","United States",230433,26,"0","1","yes"
"Parr, Mr. William Henry Marsh","male",30,"1st","B","England",112052,NA,"0","0","no"
"Partner, Mr. Austin","male",40,"1st","S","England",113043,28.1,"0","0","no"
"Pasic, Mr. Jakob","male",21,"3rd","S","Slovenia",315097,8.1303,"0","0","no"
"Patchett, Mr. George","male",20,"3rd","S","England",358585,14.1,"0","0","no"
"Pavlovic, Mr. Stefo","male",32,"3rd","S","Croatia",349242,7.1711,"0","0","no"
"Payne, Mr. Vivian Ponsonby","male",23,"1st","S","Canada",12749,93.1,"0","0","no"
"Peacock, Master. Albert Edward","male",0.5833333333,"3rd","S","England",3101315,13.1506,"1","1","no"
"Peacock, Miss. Treasteall","female",4,"3rd","S","England",3101315,13.1506,"1","1","no"
"Peacock, Mrs. Edith","female",26,"3rd","S","England",3101315,13.1506,"0","2","no"
"Pearce, Mr. Ernest","male",32,"3rd","S","England",343271,7,"0","0","no"
"Pears, Mrs. Edith","female",22,"1st","S","England",113776,66.12,"1","0","yes"
"Pears, Mr. Thomas Clinton","male",29,"1st","S","England",113776,66.12,"1","0","no"
"Pedersen, Mr. Olaf","male",28,"3rd","S","Norway",345498,7.1506,"0","0","no"
"Peduzzi, Mr. Giuseppe","male",24,"3rd","S","England",2817,8.01,"0","0","no"
"Pekoniemi, Mr. Edvard","male",21,"3rd","S","Finland",3101294,7.1806,"0","0","no"
"Peltomäki, Mr. Nikolai Johannes","male",25,"3rd","S","Finland",3101291,7.1806,"0","0","no"
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo","female",22,"1st","C","Spain",17758,108.18,"1","0","yes"
"Peñasco y Castellana, Mr. Victor","male",24,"1st","C","Spain",17758,108.18,"1","0","no"
"Pengelly, Mr. Frederick William","male",19,"2nd","S","England",28665,10.1,"0","0","no"
"Perkin, Mr. John Henry","male",24,"3rd","S","England",21174,7.05,"0","0","no"
"Pernot, Mr. René","male",39,"2nd","C","France",2131,15.01,"0","0","no"
"Perreault, Miss. Mary Anne","female",33,"1st","S","Canada",12749,93.1,"0","0","yes"
"Persson, Mr. Ernst Ulrik","male",25,"3rd","S","Sweden",347083,7.1506,"1","0","yes"
"Peruschitz, Fr. Josef","male",41,"2nd","S","Germany",237393,13,"0","0","no"
"Peteranec, Miss. Mathilda","female",28,"3rd","S","Croatia",349245,7.1711,"0","0","no"
"Peter / Joseph, Master. Michael J.","male",4,"3rd","C","Lebanon",2668,22.0702,"1","1","yes"
"Peter / Joseph, Miss. Anna","female",2,"3rd","C","Lebanon",2668,22.0702,"1","1","yes"
"Petersen, Mr. Marius","male",24,"3rd","S","England",342441,8.01,"0","0","no"
"Peters, Miss. Catherine","female",28,"3rd","Q","Ireland",330935,8.0209,"0","0","no"
"Petroff, Mr. Nedialco","male",19,"3rd","S","Bulgaria",349212,7.1711,"0","0","no"
"Petroff, Mr. Pastcho","male",29,"3rd","S","Bulgaria",349215,7.1711,"0","0","no"
"Pettersson, Miss. Elin Natalia","female",18,"3rd","S","Sweden",347087,7.1506,"0","0","no"
"Pettersson, Mr. Johan Emil","male",25,"3rd","S","Sweden",347076,7.1506,"1","0","no"
"Peuchen, Major. Arthur Godfrey","male",52,"1st","S","Canada",113786,30.1,"0","0","yes"
"Phillips, Miss. Alice Frances Louisa","female",21,"2nd","S","England",2,21,"0","1","yes"
"Phillips, Miss. Kate Florence","female",19,"2nd","S","England",250655,26,"0","0","yes"
"Phillips, Mr. Escott Robert","male",43,"2nd","S","England",2,21,"0","1","no"
"Picard, Mr. Benoît","male",33,"3rd","S","Poland",392078,8.01,"0","0","yes"
"Pinsky, Mrs. Rosa","female",32,"2nd","S","Poland",234604,13,"0","0","yes"
"Plotcharsky, Mr. Vasil","male",27,"3rd","S",NA,349227,7.1711,"0","0","no"
"Pokrnic, Mr. Mate","male",17,"3rd","S","Croatia",315095,8.1303,"0","0","no"
"Pokrnic, Mr. Tome","male",24,"3rd","S","Croatia",315092,8.1303,"0","0","no"
"Ponesell, Mr. Martin","male",24,"2nd","S","England",250647,13,"0","0","no"
"Portaluppi, Mr. Emilio Ilario Giuseppe","male",30,"2nd","C","United States",34644,12.1409,"0","0","yes"
"Porter, Mr. Walter Chamberlain","male",46,"1st","S","United States",110465,52,"0","0","no"
"Potter, Mrs. Lily Alexenia","female",56,"1st","C","United States",11767,83.0302,"0","1","yes"
"Pulbaum, Mr. Franz","male",27,"2nd","C","United States",2168,15,"0","0","no"
"Pulner, Mr. Uscher","male",16,"3rd","C",NA,3411,8.1403,"0","0","no"
"Quick, Miss. Phyllis May","female",2,"2nd","S",NA,26360,26,"1","1","yes"
"Quick, Miss. Winifred Vera","female",8,"2nd","S",NA,26360,26,"1","1","yes"
"Quick, Mrs. Jane","female",33,"2nd","S",NA,26360,26,"0","2","yes"
"Radeff, Mr. Alexander","male",27,"3rd","S",NA,349223,7.1711,"0","0","no"
"Raful-Bulus, Mr. Bakhus","male",21,"3rd","C","Lebanon",2679,7.0406,"0","0","no"
"Rasmussen, Mrs. Lena Jakobsen","female",63,"3rd","S","Norway",65305,8.0203,"0","0","no"
"Razi, Mr. Raihed","male",30,"3rd","C","Lebanon",2629,7.0407,"0","0","no"
"Reed, Mr. James George","male",18,"3rd","S","Wales",362316,7.05,"0","0","no"
"Reeves, Mr. David","male",36,"2nd","S","England",17248,10.1,"0","0","no"
"Rekic, Mr. Tido","male",38,"3rd","S","Bosnia",349249,7.1711,"0","0","no"
"Renouf, Mr. Peter Henry","male",33,"2nd","S","Channel Islands",31027,21,"1","0","no"
"Renouf, Mrs. Lillian","female",30,"2nd","S","Channel Islands",31027,21,"3","0","yes"
"Reuchlin, Mr. Jonkheer Johan George","male",37,"1st","C","Netherlands",19972,NA,"0","0","no"
"Reynalds, Sra. Encarnación","female",29,"2nd","S","Spain",230434,13,"0","0","yes"
"Reynolds, Mr. Harold","male",21,"3rd","S","England",342684,8.01,"0","0","no"
"Rheims, Mr. George Alexander Lucien","male",33,"1st","C","United States",17607,39.12,"0","0","yes"
"Rice, Master. Albert","male",10,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"Rice, Master. Arthur","male",4,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"Rice, Master. Eric","male",7,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"Rice, Master. Eugene Francis","male",2,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"Rice, Master. George Hugh","male",8,"3rd","Q","Ireland",382652,29.0206,"4","1","no"
"Rice, Mrs. Margaret","female",39,"3rd","Q","Ireland",382652,29.0206,"0","5","no"
"Richard, Mr. Emile Phillippe","male",23,"2nd","C",NA,2133,15,"0","0","no"
"Richards, Master. Sibley George","male",0.75,"2nd","S","England",29106,18.15,"1","1","yes"
"Richards, Master. William Rowe","male",3,"2nd","S","England",29106,18.15,"1","1","yes"
"Richards, Mrs. Emily","female",24,"2nd","S","England",29106,18.15,"2","3","yes"
"Ridsdale, Miss. Lucy","female",58,"2nd","S","England",14258,10.1,"0","0","yes"
"Righini, Mr. Sante","male",22,"1st","C",NA,17760,135.1208,"0","0","no"
"Riihivuori, Miss. Susanna Juhantytär","female",22,"3rd","S","Finland",3101295,39.1309,"0","0","no"
"Rintamäki, Mr. Matti","male",35,"3rd","S","Finland",3101273,7.0206,"0","0","no"
"Riordan, Miss. Hannah","female",22,"3rd","Q","Ireland",334915,7.1405,"0","0","yes"
"Risien, Mr. Samuel Beard","male",69,"3rd","S","England",364498,14.1,"0","0","no"
"Risien, Mrs. Emma Jane","female",64,"3rd","S","England",364498,14.1,"0","0","no"
"Robert, Mrs. Elisabeth Walton","female",43,"1st","S","United States",24160,211.0609,"0","1","yes"
"Robins, Mr. Alexander A.","male",50,"3rd","S","England",3337,14.1,"1","0","no"
"Robins, Mrs. Charity","female",48,"3rd","S","England",3337,14.1,"1","0","no"
"Robins, Mr. Victor","male",45,"1st","C","England",17757,247.1006,"0","0","no"
"Roebling, Mr. Washington Augustus II","male",31,"1st","S","United States",17590,50.0911,"0","0","no"
"Rogers, Mr. Reginald Harry","male",18,"2nd","S","England",28004,10.1,"0","0","no"
"Rogers, Mr. William John","male",30,"3rd","S","Wales",23567,8.01,"0","0","no"
"Romaine, Mr. Charles Hallace","male",45,"1st","S","United States",111428,26.11,"0","0","yes"
"Rommetvedt, Mr. Knud Paust","male",49,"3rd","S","Norway",312993,7.1506,"0","0","no"
"Rood, Mr. Hugh Roscoe","male",39,"1st","S","United States",113767,50,"0","0","no"
"Rosblom, Miss. Salli Helena","female",2,"3rd","S","Finland",370129,20.0403,"1","1","no"
"Rosblom, Mrs. Helena Wilhelmina","female",41,"3rd","S","Finland",370129,20.0403,"0","2","no"
"Rosblom, Mr. Viktor Richard","male",18,"3rd","S","Finland",370129,20.0403,"1","1","no"
"Rosenbaum, Miss. Edith Louise","female",33,"1st","C","France",17613,27.1405,"0","0","yes"
"Rosenshine, Mr. George","male",46,"1st","C","United States",17585,79,"0","0","no"
"Ross, Mr. John Hugo","male",36,"1st","S","Canada",13049,40.0206,"0","0","no"
"Rothes, Lucy Noël Martha, Countess of","female",33,"1st","S","England",110152,86.1,"0","0","yes"
"Roth, Miss. Sarah","female",26,"3rd","S","Austria",342712,8.01,"0","0","yes"
"Rothschild, Mr. Martin","male",46,"1st","C","United States",17603,59.08,"1","0","no"
"Rothschild, Mrs. Elizabeth Jane Anne","female",54,"1st","C","United States",17603,59.08,"1","0","yes"
"Rouse, Mr. Richard Henry","male",55,"3rd","S","England",3594,8.01,"0","0","no"
"Rowe, Mr. Alfred G.","male",59,"1st","S","Peru",113790,26.11,"0","0","no"
"Rugg, Miss. Emily","female",22,"2nd","S","Channel Islands",31026,10.1,"0","0","yes"
"Rush, Mr. Alfred George John","male",17,"3rd","S","England",20589,8.01,"0","0","no"
"Ryan, Mr. Edward","male",24,"3rd","Q","Ireland",383162,7.15,"0","0","yes"
"Ryan, Mr. Patrick","male",30,"3rd","Q","Ireland",371110,24.03,"0","0","no"
"Ryerson, Master. John Borie","male",13,"1st","C","United States",17608,262.0706,"2","2","yes"
"Ryerson, Miss. Emily Borie","female",18,"1st","C","United States",17608,262.0706,"2","2","yes"
"Ryerson, Miss. Susan Parker Suzette","female",21,"1st","C","United States",17608,262.0706,"2","2","yes"
"Ryerson, Mr. Arthur Larned","male",61,"1st","C","United States",17608,262.0706,"1","3","no"
"Ryerson, Mrs. Emily Maria","female",48,"1st","C","United States",17608,262.0706,"1","3","yes"
"Saad, Mr. Amin","male",30,"3rd","C","Lebanon",2671,7.0407,"0","0","no"
"Saad, Mr. Khalil","male",27,"3rd","C","Lebanon",2672,7.0406,"0","0","no"
"Saalfeld, Mr. Adolphe","male",47,"1st","S","England",19988,30.1,"0","0","yes"
"Sadlier, Mr. Matthew","male",19,"3rd","Q","Ireland",367655,7.1407,"0","0","no"
"Sadowitz, Mr. Henry","male",17,"3rd","S","England",1855,7.111,"0","0","no"
"Sæther, Mr. Simon Sivertsen","male",43,"3rd","S","Norway",3101262,7.05,"0","0","no"
"Sage, Master. Anthony William","male",13,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Master. Thomas Henry","male",5,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Miss. Constance Gladys","female",8,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Miss. Dorothy","female",14,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Miss. Elizabeth Ada","female",10,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Miss. Stella Anne","female",21,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Mr. Douglas Bullen","male",18,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Mr. Frederick","male",17,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Mr. George John","male",20,"3rd","S","England",2343,69.11,"8","2","no"
"Sage, Mr. John George","male",45,"3rd","S","England",2343,69.11,"1","9","no"
"Sage, Mrs. Annie Elizabeth","female",45,"3rd","S","England",2343,69.11,"1","9","no"
"Sägesser, Mlle. Emma","female",24,"1st","C",NA,17477,69.06,"0","0","yes"
"Salander, Mr. Karl Johan","male",24,"3rd","S","Sweden",7266,9.0606,"0","0","no"
"Salkjelsvik, Miss. Anna Kristine","female",21,"3rd","S","Norway",343120,7.13,"0","0","yes"
"Salomon, Mr. Abraham Lincoln","male",43,"1st","S","United States",111163,26,"0","0","yes"
"Salonen, Mr. Johan Werner","male",29,"3rd","S","United States",3101296,7.1806,"0","0","no"
"Samaan, Mr. Elias","male",17,"3rd","C","Lebanon",2662,21.1307,"2","0","no"
"Samaan, Mr. Hanna Elias","male",40,"3rd","C","Lebanon",2662,21.1307,"2","0","no"
"Samaan, Mr. Youssef","male",16,"3rd","C","Lebanon",2662,21.1307,"2","0","no"
"Sandström, Miss. Beatrice Irene","female",1,"3rd","S","Sweden",9549,16.14,"1","1","yes"
"Sandström, Miss. Marguerite Rut","female",4,"3rd","S","Sweden",9549,16.14,"1","1","yes"
"Sandström, Mrs. Agnes Charlotta","female",24,"3rd","S","Sweden",9549,16.14,"0","2","yes"
"Sap, Mr. Julius","male",21,"3rd","S","Belgium",345768,9.1,"0","0","yes"
"Saundercock, Mr. William Henry","male",19,"3rd","S","England",2151,8.01,"0","0","no"
"Sawyer, Mr. Frederick Charles","male",24,"3rd","S","England",342826,8.01,"0","0","no"
"Scanlan, Mr. James","male",22,"3rd","Q","Ireland",36209,7.1406,"0","0","no"
